,start_time_seconds,end_time_seconds,source,emission_rate
487,3091041.0,3105080.0,['Separator.West'],[1.53362916]
488,3115883.0,3130882.0,"['Wellhead.East', 'Separator.West']","[0.2437596, 0.3140172]"
489,3138084.0,3156983.0,"['Wellhead.West', 'Separator.East']","[0.741132, 0.3110184]"
490,3167786.0,3188485.0,"['Tank', 'Separator.West']","[4.4690688, 1.5696576]"
491,3195686.0,3195687.0,['Tank'],[0.0929628]
492,3195687.0,3215485.0,"['Tank', 'Wellhead.East']","[0.0929628, 0.7278515999999999]"
493,3215485.0,3215486.0,['Tank'],[0.0929628]
494,3219089.0,3219090.0,['Separator.East'],[0.3320099999999999]
495,3219090.0,3245008.0,"['Wellhead.West', 'Separator.East']","[0.7205688000000001, 0.3320099999999999]"
496,3245008.0,3245009.0,['Wellhead.West'],[0.7205688000000001]
497,3252211.0,3252212.0,"['Tank', 'Wellhead.East', 'Wellhead.West']","[2.4110352, 1.5602328000000003, 1.0414404]"
498,3252212.0,3265530.0,"['Wellhead.West', 'Wellhead.East', 'Tank', 'Separator.West']","[1.0414404, 1.5602328000000003, 2.4110352, 0.6515964000000001]"
499,3265530.0,3265531.0,"['Wellhead.East', 'Wellhead.West']","[1.5602328000000003, 1.0414404]"
500,3272733.0,3272734.0,"['Tank', 'Wellhead.East']","[0.0925344, 0.73899]"
501,3272734.0,3281399.0,"['Tank', 'Separator.West', 'Wellhead.West', 'Wellhead.East']","[0.0925344, 1.1558232, 0.7239960000000001, 0.73899]"
502,3281399.0,3282272.0,"['Wellhead.East', 'Wellhead.West', 'Separator.West', 'Tank']","[0.7372764, 0.7291368, 1.1511108, 0.0925344]"
503,3289475.0,3303693.0,"['Wellhead.West', 'Wellhead.East']","[0.9587592, 0.6653052]"
504,3303693.0,3303694.0,['Wellhead.East'],[0.6653052]
505,3310896.0,3310897.0,"['Wellhead.East', 'Separator.West']","[0.4305420000000001, 0.3410064]"
506,3310897.0,3322235.0,"['Wellhead.West', 'Separator.West', 'Wellhead.East']","[0.7372764, 0.3410064, 0.4305420000000001]"
507,3322235.0,3322236.0,['Wellhead.West'],[0.7372764]
508,3333038.0,3333039.0,['Separator.West'],[1.6334892000000003]
509,3333039.0,3336337.0,"['Separator.West', 'Wellhead.East']","[1.6334892000000003, 2.0807388]"
510,3343540.0,3362979.0,"['Wellhead.East', 'Tank']","[2.041326, 2.3793336]"
511,3373782.0,3373783.0,"['Tank', 'Wellhead.West']","[0.0903924, 0.7329924000000001]"
512,3373783.0,3385781.0,"['Tank', 'Wellhead.West', 'Separator.East', 'Wellhead.East']","[0.0903924, 0.7329924000000001, 0.3264408, 0.4292568]"
513,3385781.0,3385782.0,"['Separator.East', 'Wellhead.East']","[0.3264408, 0.4292568]"
514,3392985.0,3398743.0,['Separator.West'],[1.1549664000000002]
515,3409546.0,3424304.0,"['Wellhead.East', 'Wellhead.West']","[0.4318272, 0.884646]"
516,3424304.0,3424305.0,['Wellhead.East'],[0.4318272]
517,3435107.0,3454205.0,['Tank'],[0.1662192]
518,3454206.0,3456705.0,['Tank'],[0.1666476]
519,3463908.0,3479459.0,"['Wellhead.West', 'Tank']","[0.7407036, 0.087822]"
520,3486662.0,3500161.0,"['Separator.West', 'Separator.East']","[0.3311532, 0.6258924]"
521,3507364.0,3522050.0,['Wellhead.West'],[0.7458444000000001]
522,3529253.0,3540600.0,['Separator.West'],[1.1018448]
523,3540600.0,3544252.0,['Separator.West'],[1.1082708000000003]
524,3555054.0,3555055.0,['Separator.West'],[0.3311532]
525,3555055.0,3565853.0,"['Tank', 'Separator.West']","[0.169218, 0.3311532]"
526,3573056.0,3573057.0,['Separator.East'],[0.6378876]
527,3573057.0,3586267.0,"['Separator.East', 'Separator.West']","[0.6378876, 0.5774832000000001]"
528,3593470.0,3612657.0,['Wellhead.West'],[3.7155132000000006]
529,3627003.0,3644999.0,"['Wellhead.West', 'Separator.West']","[0.4768092, 0.3200148]"
530,3648601.0,3656159.0,['Wellhead.West'],[0.7462728000000002]
531,3659761.0,3670200.0,['Separator.East'],[0.3144456]
532,3679202.0,3685681.0,['Separator.East'],[1.8245556000000005]
533,3692883.0,3713399.0,"['Separator.East', 'Wellhead.West']","[0.2776032, 0.4909464000000001]"
534,3713400.0,3715202.0,"['Wellhead.West', 'Separator.East']","[0.4875192, 0.2857427999999999]"
535,3718805.0,3726004.0,['Separator.East'],[0.302022]
536,3733206.0,3752225.0,"['Separator.West', 'Tank']","[0.3307248, 0.0916776]"
537,3759428.0,3771427.0,['Separator.East'],[1.99206]
538,3778630.0,3797410.0,['Wellhead.East'],[0.4014108]
539,3808212.0,3810611.0,['Tank'],[0.17136]
540,3819613.0,3821832.0,['Separator.East'],[0.3135888]
541,3829035.0,3832634.0,['Wellhead.West'],[0.4669560000000001]
542,3839837.0,3845536.0,['Tank'],[0.1773576]
543,3852739.0,3863058.0,['Separator.East'],[1.4278571999999998]
544,3866123.0,3866176.0,['Tank'],[0.0895356]
545,3866177.0,3866210.0,['Tank'],[0.164934]
546,3866211.0,3866245.0,['Tank'],[0.2480436]
547,3866246.0,3866322.0,['Tank'],[0.2776032]
548,3866323.0,3866464.0,['Tank'],[0.3534300000000001]
549,3866465.0,3866587.0,['Tank'],[0.432684]
550,3866588.0,3866610.0,['Tank'],[0.5132232000000001]
551,3866697.0,3866707.0,['Tank'],[8.176014]
552,3866717.0,3866783.0,['Tank'],[2.283372]
553,3866784.0,3866888.0,['Tank'],[2.7734616]
554,3866889.0,3866937.0,['Tank'],[4.358541600000001]
555,3866938.0,3867079.0,['Tank'],[3.0510648]
556,3867080.0,3867156.0,['Tank'],[4.820356800000001]
557,3867157.0,3867202.0,['Tank'],[5.1403716]
558,3867203.0,3867257.0,['Tank'],[6.8222700000000005]
559,3867293.0,3867358.0,['Tank'],[3.1834404000000003]
560,3867359.0,3867385.0,['Tank'],[4.1691888]
561,3867386.0,3867440.0,['Tank'],[6.839834400000001]
562,3867441.0,3867525.0,['Tank'],[5.462528400000001]
563,3867526.0,3867557.0,['Tank'],[7.262665200000001]
564,3867558.0,3867602.0,['Tank'],[7.9254]
565,3867603.0,3867652.0,['Tank'],[8.690950800000001]
566,3870261.0,3873020.0,"['Wellhead.West', 'Separator.East']","[3.5587188000000003, 0.2750328]"
567,3874310.0,3876668.0,['Separator.West'],[0.5856228000000001]
568,3876669.0,3877118.0,['Separator.West'],[0.276318]
569,3877119.0,3877702.0,['Separator.West'],[0.0783972]
570,3877745.0,3878774.0,['Separator.West'],[0.5984748000000001]
571,3878875.0,3879552.0,['Separator.West'],[0.3080196]
572,3879553.0,3882064.0,['Separator.West'],[0.3118752000000001]
573,3883823.0,3886198.0,"['Tank', 'Wellhead.East']","[0.089964, 0.415548]"
574,3886199.0,3897021.0,"['Wellhead.East', 'Tank']","[0.4198320000000001, 0.0908208]"
575,3897021.0,3897022.0,['Tank'],[0.0908208]
576,3907825.0,3914124.0,['Tank'],[0.1769292]
577,3924926.0,3924927.0,['Separator.East'],[0.3230136]
578,3924927.0,3932725.0,"['Separator.East', 'Tank']","[0.3230136, 0.1769292]"
579,3932725.0,3932726.0,['Separator.East'],[0.3230136]
580,3939929.0,3947848.0,['Separator.East'],[1.9436508]
581,3955050.0,3956729.0,['Wellhead.West'],[3.5835660000000007]
582,3963932.0,3967111.0,['Separator.West'],[0.2955960000000001]
583,3977914.0,3985233.0,['Separator.East'],[0.6108984000000001]
584,3994235.0,4005214.0,"['Tank', 'Wellhead.East']","[0.0925344, 0.6443135999999999]"
585,4019616.0,4028136.0,['Wellhead.West'],[0.3817044]
586,4038938.0,4047037.0,['Separator.East'],[0.5157936]
587,4057840.0,4059002.0,['Wellhead.East'],[0.6965784000000002]
588,4059002.0,4071640.0,['Wellhead.East'],[0.7085736]
589,4080642.0,4096241.0,['Wellhead.West'],[0.554778]
590,4105244.0,4115744.0,['Separator.West'],[0.340578]
591,4126545.0,4139625.0,['Wellhead.West'],[0.8777916]
592,4146826.0,4146827.0,['Wellhead.East'],[0.4922316]
593,4146827.0,4159845.0,"['Wellhead.East', 'Tank']","[0.4922316, 0.184212]"
594,4167047.0,4167048.0,['Wellhead.East'],[0.6850116]
595,4167048.0,4178026.0,"['Wellhead.East', 'Separator.West']","[0.6850116, 0.3568572]"
596,4178026.0,4178027.0,['Wellhead.East'],[0.6850116]
597,4188829.0,4199148.0,['Separator.West'],[0.6001884]
598,4231804.0,4246199.0,"['Separator.West', 'Separator.East', 'Wellhead.East']","[0.6503112, 0.6451704, 0.6524532000000001]"
599,4253401.0,4258499.0,"['Tank', 'Separator.East']","[0.1773576, 1.5623748]"
600,4260302.0,4270801.0,"['Wellhead.West', 'Tank']","[1.0517220000000005, 0.1812132]"
601,4274403.0,4284902.0,"['Wellhead.West', 'Separator.East', 'Wellhead.East', 'Tank']","[0.4549607999999999, 0.8208144, 0.4403952, 0.0933912]"
602,4284902.0,4284903.0,"['Separator.East', 'Wellhead.West']","[0.8208144, 0.4549607999999999]"
603,4288504.0,4288505.0,"['Tank', 'Separator.West', 'Separator.East']","[2.6890668, 1.587222, 1.882818]"
604,4288505.0,4311003.0,"['Separator.West', 'Wellhead.East', 'Tank', 'Separator.East']","[1.587222, 0.9270576, 2.6890668, 1.882818]"
605,4311003.0,4311004.0,"['Separator.East', 'Tank']","[1.882818, 2.6890668]"
606,4318203.0,4332605.0,"['Wellhead.East', 'Separator.West']","[0.9321984000000002, 0.5650596]"
607,4332605.0,4332606.0,['Wellhead.East'],[0.9321984000000002]
608,4339809.0,4339810.0,['Tank'],[0.2583252]
609,4339810.0,4360208.0,"['Tank', 'Wellhead.East']","[0.2583252, 0.6485976000000001]"
610,4360208.0,4360209.0,['Tank'],[0.2583252]
611,4371013.0,4371014.0,['Separator.East'],[0.6001884]
612,4371014.0,4387212.0,"['Separator.East', 'Wellhead.East', 'Wellhead.West']","[0.6001884, 0.7038612000000001, 0.5620608]"
613,4387212.0,4387213.0,['Wellhead.East'],[0.7038612000000001]
614,4394415.0,4394416.0,['Separator.East'],[1.8292680000000008]
615,4394416.0,4401615.0,"['Separator.West', 'Separator.East']","[1.5632316000000002, 1.8292680000000008]"
616,4408817.0,4420817.0,['Tank'],[0.5299307999999999]
617,4426220.0,4431018.0,['Wellhead.West'],[0.9643284]
618,4432821.0,4432822.0,['Separator.West'],[0.5744844]
619,4432822.0,4437321.0,"['Wellhead.East', 'Separator.West']","[0.9437652, 0.5744844]"
620,4439124.0,4439125.0,['Tank'],[0.254898]
621,4439125.0,4452143.0,"['Tank', 'Separator.East']","[0.254898, 1.2590676]"
622,4459346.0,4469724.0,['Separator.West'],[1.5495228]
623,4475129.0,4485629.0,['Wellhead.West'],[3.6152676000000006]
624,4492831.0,4501830.0,"['Tank', 'Wellhead.West']","[0.2489004, 1.0285884]"
625,4512633.0,4512634.0,"['Tank', 'Wellhead.East', 'Wellhead.West']","[0.0908208, 0.4206888000000001, 1.0371564]"
626,4512634.0,4541432.0,"['Wellhead.East', 'Separator.East', 'Tank', 'Wellhead.West']","[0.4206888000000001, 0.3123036, 0.0908208, 1.0371564]"
627,4541432.0,4541433.0,"['Tank', 'Wellhead.West']","[0.0908208, 1.0371564]"
628,4555835.0,4555836.0,['Wellhead.West'],[1.9440792000000005]
629,4555836.0,4566934.0,"['Wellhead.West', 'Tank']","[1.9440792000000005, 7.149996000000001]"
630,4577739.0,4593637.0,['Tank'],[0.5282172]
631,4599041.0,4615539.0,"['Separator.East', 'Tank']","[0.6138972, 0.0908208]"
632,4615539.0,4615540.0,['Separator.East'],[0.6138972]
633,4619144.0,4636842.0,['Wellhead.East'],[1.5221052000000002]
634,4644045.0,4654844.0,"['Tank', 'Separator.East', 'Separator.West']","[0.0891072, 0.7424172, 0.3054492]"
635,4665646.0,4685445.0,['Tank'],[0.5222196]
636,4699848.0,4713947.0,"['Wellhead.West', 'Tank']","[0.9557604, 0.0912492]"
637,4713947.0,4713948.0,['Tank'],[0.0912492]
638,4717550.0,4722349.0,"['Separator.East', 'Wellhead.East']","[0.7719768, 0.9193464]"
639,4722349.0,4722350.0,['Separator.East'],[0.7719768]
640,4729554.0,4750201.0,['Wellhead.West'],[0.9454788]
641,4750201.0,4750252.0,['Wellhead.West'],[0.94852044]
642,4757457.0,4766456.0,"['Separator.West', 'Separator.East']","[0.55850508, 0.7675642800000001]"
643,4771860.0,4797660.0,['Separator.East'],[0.7682925600000001]
644,4804863.0,4820462.0,['Tank'],[7.05656196]
645,4836597.0,4836603.0,['Separator.West'],[0.3268692]
646,4836603.0,4856402.0,"['Wellhead.East', 'Separator.East', 'Separator.West', 'Tank']","[0.4202604, 0.3101616, 0.3268692, 0.0903924]"
647,4858203.0,4858204.0,['Wellhead.West'],[0.5436396]
648,4858204.0,4884302.0,"['Wellhead.West', 'Tank']","[0.5436396, 0.092106]"
649,4884302.0,4884303.0,['Tank'],[0.092106]
650,4891505.0,4912805.0,"['Wellhead.East', 'Separator.East']","[2.0010564, 1.484406]"
651,4920007.0,4921207.0,['Tank'],[6.982063200000001]
652,4928410.0,4944609.0,"['Wellhead.East', 'Separator.East']","[0.3932712, 0.2523276]"
653,4944609.0,4944610.0,['Wellhead.East'],[0.3932712]
654,4950014.0,4978513.0,"['Wellhead.East', 'Separator.East']","[0.4194036, 0.308448]"
655,4978513.0,4978514.0,['Wellhead.East'],[0.4194036]
656,4989317.0,4990517.0,"['Separator.East', 'Wellhead.West']","[1.4424228000000006, 3.5874216000000003]"
657,4995920.0,4995921.0,['Separator.West'],[1.5221052000000002]
658,4995921.0,5009398.0,"['Wellhead.East', 'Separator.West']","[1.4557032, 1.5221052000000002]"
659,5009398.0,5009420.0,"['Separator.West', 'Wellhead.East']","[1.5268176, 1.4625576]"
660,5013023.0,5031022.0,['Wellhead.East'],[1.3378932]
661,5038227.0,5060426.0,"['Wellhead.West', 'Tank']","[0.7437024, 0.0912492]"
662,5067628.0,5081127.0,"['Wellhead.West', 'Tank', 'Separator.West']","[2.4920028000000003, 6.930655200000001, 0.5791968000000001]"
663,5081127.0,5081128.0,"['Wellhead.West', 'Tank']","[2.4920028000000003, 6.930655200000001]"
664,5086532.0,5092531.0,['Wellhead.West'],[0.9360540000000002]
665,5096134.0,5106393.0,"['Separator.West', 'Tank']","[0.29988, 0.0886788]"
666,5109996.0,5109997.0,['Separator.East'],[0.2900268]
667,5109997.0,5113835.0,"['Separator.East', 'Wellhead.West']","[0.2900268, 0.4815216]"
668,5113835.0,5113836.0,['Separator.East'],[0.2900268]
669,5117440.0,5126438.0,"['Separator.East', 'Tank', 'Wellhead.East', 'Wellhead.West', 'Separator.West']","[0.2566116, 0.089964, 0.3949848000000001, 0.4699548000000001, 0.2831724]"
670,5126438.0,5126439.0,"['Separator.West', 'Separator.East', 'Tank']","[0.2831724, 0.2566116, 0.089964]"
671,5130043.0,5154341.0,['Wellhead.East'],[0.3919860000000001]
672,5165145.0,5172344.0,"['Separator.East', 'Separator.West']","[1.3841604000000003, 1.5036840000000002]"
673,5179548.0,5179549.0,"['Wellhead.East', 'Wellhead.West']","[0.6220368, 1.9059516000000003]"
674,5179549.0,5182203.0,"['Separator.East', 'Wellhead.West', 'Wellhead.East']","[0.5834808, 1.9059516000000003, 0.6220368]"
675,5182203.0,5182248.0,"['Wellhead.West', 'Separator.East', 'Wellhead.East']","[1.8973836, 0.5864796, 0.6246072]"
676,5187650.0,5187651.0,['Tank'],[0.0886788]
677,5187651.0,5200249.0,"['Separator.West', 'Tank']","[0.2737476, 0.0886788]"
678,5203853.0,5203854.0,['Separator.West'],[0.28917]
679,5203854.0,5226352.0,"['Separator.West', 'Tank']","[0.28917, 0.0908208]"
680,5226352.0,5226353.0,['Separator.West'],[0.28917]
681,5240756.0,5258145.0,['Tank'],[0.6074712000000001]
682,5422893.0,5422942.0,['Separator.West'],[2.8385784000000003]
683,5422943.0,5434254.0,['Separator.West'],[2.6106696]
684,5441401.0,5457604.0,"['Separator.West', 'Separator.East']","[0.6271776, 0.6181812]"
685,5463006.0,5473205.0,['Separator.West'],[0.3011652]
686,5475007.0,5475008.0,['Tank'],[0.0933912]
687,5475008.0,5496907.0,"['Separator.East', 'Tank']","[0.2219112, 0.0933912]"
688,5507711.0,5507712.0,"['Separator.East', 'Wellhead.East', 'Wellhead.West']","[0.5877648000000001, 0.89964, 2.5262748]"
689,5507712.0,5519409.0,"['Separator.East', 'Wellhead.East', 'Tank', 'Wellhead.West']","[0.5877648000000001, 0.89964, 3.2147136000000005, 2.5262748]"
690,5519409.0,5519410.0,"['Wellhead.East', 'Separator.East', 'Wellhead.West']","[0.89964, 0.5877648000000001, 2.5262748]"
691,5530213.0,5542212.0,"['Wellhead.West', 'Separator.East']","[1.0255896, 0.6143256000000001]"
692,5549416.0,5575816.0,"['Tank', 'Separator.East']","[0.0916776, 0.2660364]"
693,5586619.0,5588718.0,['Tank'],[7.062174]
694,5594122.0,5607921.0,['Separator.East'],[1.9252296]
695,5618725.0,5618726.0,"['Wellhead.East', 'Separator.East']","[0.6400296, 0.5539212]"
696,5618726.0,5632224.0,"['Tank', 'Wellhead.East', 'Separator.East']","[0.1722168, 0.6400296, 0.5539212]"
697,5635828.0,5635829.0,['Separator.East'],[0.2673216]
698,5635829.0,5664327.0,"['Tank', 'Wellhead.West', 'Separator.East', 'Wellhead.East']","[0.0916776, 0.9514764, 0.2673216, 0.4052664000000001]"
699,5664327.0,5664328.0,['Wellhead.West'],[0.9514764]
700,5671530.0,5672579.0,['Wellhead.West'],[3.622122]
701,5705435.0,5718634.0,['Wellhead.East'],[1.5227478000000003]
702,5722238.0,5722239.0,['Separator.East'],[0.7968668400000001]
703,5722239.0,5741437.0,"['Wellhead.East', 'Separator.East']","[0.6665904, 0.7968668400000001]"
704,5741437.0,5741438.0,['Wellhead.East'],[0.6665904]
705,5748641.0,5751640.0,['Tank'],[7.20543096]
706,5758844.0,5758845.0,['Wellhead.West'],[2.4965010000000003]
707,5758845.0,5775944.0,"['Wellhead.West', 'Wellhead.East']","[2.4965010000000003, 1.3018647600000002]"
708,5783147.0,5783148.0,['Wellhead.East'],[0.6022875599999999]
709,5783148.0,5787002.0,"['Wellhead.East', 'Separator.West']","[0.6022875599999999, 0.51510816]"
710,5787002.0,5787047.0,"['Separator.West', 'Wellhead.East']","[0.5176785599999999, 0.60391548]"
711,5790652.0,5801450.0,['Separator.West'],[0.2713914]
712,5808654.0,5834453.0,"['Separator.East', 'Separator.West']","[0.5523361200000001, 0.16711884]"
713,5848858.0,5869856.0,"['Wellhead.East', 'Separator.West', 'Separator.East', 'Wellhead.West', 'Tank']","[0.40475232, 0.30622032, 0.28591416, 0.30669156, 0.08747928]"
714,5869856.0,5869857.0,"['Wellhead.West', 'Separator.West', 'Tank']","[0.30669156, 0.30622032, 0.08747928]"
715,5873461.0,5891460.0,"['Separator.West', 'Tank']","[0.1375164, 0.0886788]"
716,5895064.0,5919662.0,"['Separator.West', 'Tank']","[1.1391156, 0.0912492]"
717,5919662.0,5919663.0,['Separator.West'],[1.1391156]
718,5934066.0,5952665.0,['Wellhead.West'],[0.927486]
719,5959869.0,5976068.0,"['Wellhead.East', 'Separator.East']","[0.3864168, 0.5963328]"
720,5981472.0,5981473.0,"['Wellhead.East', 'Separator.West']","[0.4031244, 0.2283372]"
721,5981473.0,6010271.0,"['Separator.East', 'Wellhead.East', 'Separator.West', 'Wellhead.West', 'Tank']","[0.2643228, 0.4031244, 0.2283372, 0.4511052, 0.0912492]"
722,6010271.0,6010272.0,"['Separator.West', 'Wellhead.West', 'Tank']","[0.2283372, 0.4511052, 0.0912492]"
723,6021076.0,6027076.0,['Tank'],[6.893812800000001]
724,6038575.0,6038667.0,['Wellhead.West'],[0.014994]
725,6038668.0,6038776.0,['Wellhead.West'],[0.1388016]
726,6038777.0,6039007.0,['Wellhead.West'],[0.2069172]
727,6039008.0,6039042.0,['Wellhead.West'],[0.2788884]
728,6039043.0,6039063.0,['Wellhead.West'],[0.3551436]
729,6039064.0,6039084.0,['Wellhead.West'],[0.43911]
730,6039087.0,6039126.0,['Wellhead.West'],[0.070686]
731,6039127.0,6039156.0,['Wellhead.West'],[0.1872108]
732,6039157.0,6039177.0,['Wellhead.West'],[0.3560004]
733,6039178.0,6039202.0,['Wellhead.West'],[0.4999427999999999]
734,6039203.0,6039228.0,['Wellhead.West'],[0.7098588000000001]
735,6039229.0,6039249.0,['Wellhead.West'],[0.8469468]
736,6039250.0,6039267.0,['Wellhead.West'],[1.0080252]
737,6039271.0,6039294.0,['Wellhead.West'],[0.8837891999999999]
738,6039295.0,6039315.0,['Wellhead.West'],[1.8759636]
739,6039316.0,6039356.0,['Wellhead.West'],[2.8878444]
740,6039357.0,6039400.0,['Wellhead.West'],[3.709944]
741,6039401.0,6039413.0,['Wellhead.West'],[4.313988]
742,6039414.0,6039430.0,['Wellhead.West'],[4.874335200000001]
743,6039431.0,6039443.0,['Wellhead.West'],[5.31216]
744,6046202.0,6062404.0,"['Tank', 'Separator.West']","[0.1782144, 0.3024504]"
745,6067806.0,6091505.0,['Separator.East'],[1.2466440000000003]
746,6098707.0,6108606.0,['Wellhead.West'],[3.7030896]
747,6115809.0,6126609.0,['Tank'],[3.134602800000001]
748,6137411.0,6150610.0,"['Wellhead.East', 'Tank', 'Wellhead.West', 'Separator.West', 'Separator.East']","[0.3966984, 0.2510424, 0.372708, 0.2887416, 0.2574684]"
749,6150610.0,6150611.0,"['Wellhead.West', 'Tank']","[0.372708, 0.2510424]"
750,6154214.0,6172512.0,['Separator.East'],[1.2299364000000002]
751,6179716.0,6183915.0,"['Wellhead.West', 'Tank']","[2.8767060000000004, 7.105014]"
752,6183915.0,6183916.0,['Wellhead.West'],[2.8767060000000004]
753,6191119.0,6208218.0,"['Separator.East', 'Wellhead.East']","[1.7628660000000005, 2.480436]"
754,6219021.0,6233420.0,"['Tank', 'Separator.West']","[0.0912492, 0.4853772]"
755,6240623.0,6240624.0,['Separator.West'],[1.1686751999999998]
756,6240624.0,6269123.0,"['Tank', 'Separator.West']","[0.0955332, 1.1686751999999998]"
757,6276325.0,6278483.0,['Tank'],[7.1075844]
758,6285687.0,6297926.0,['Tank'],[5.4205452]
759,6308728.0,6308729.0,['Tank'],[0.1807848]
760,6308729.0,6319827.0,"['Separator.West', 'Tank']","[0.582624, 0.1807848]"
761,6319827.0,6319828.0,['Separator.West'],[0.582624]
762,6327031.0,6354330.0,['Separator.East'],[0.8079624000000001]
763,6361533.0,6361534.0,['Wellhead.West'],[2.8797048]
764,6361534.0,6362732.0,"['Wellhead.West', 'Tank']","[2.8797048, 7.1067276]"
765,6366334.0,6373533.0,['Wellhead.West'],[3.688524]
766,6377137.0,6384336.0,['Wellhead.West'],[4.974580800000001]
767,6395138.0,6406237.0,"['Separator.East', 'Tank']","[0.6460272, 0.0951048]"
768,6413440.0,6441339.0,"['Separator.East', 'Separator.West']","[0.6563088000000001, 0.357714]"
769,6452142.0,6474641.0,"['Tank', 'Separator.East']","[0.2698920000000001, 0.8109612]"
770,6485445.0,6496244.0,"['Separator.West', 'Separator.East']","[0.3260124000000001, 0.282744]"
771,6499848.0,6499849.0,"['Tank', 'Wellhead.East']","[0.09639, 0.4438224]"
772,6499849.0,6528347.0,"['Separator.East', 'Wellhead.East', 'Wellhead.West', 'Tank', 'Separator.West']","[0.2895984, 0.4438224, 0.3547152, 0.09639, 0.317016]"
773,6542751.0,6557450.0,"['Wellhead.East', 'Wellhead.West']","[0.6246072, 0.8692236]"
774,6564653.0,6564654.0,['Wellhead.East'],[0.9386244]
775,6564654.0,6582653.0,"['Wellhead.East', 'Tank']","[0.9386244, 0.1700748]"
776,6586256.0,6614335.0,"['Tank', 'Wellhead.East']","[0.0938195999999999, 0.9643284]"
777,6621538.0,6625137.0,['Wellhead.West'],[3.6015588]
778,6629419.0,6633018.0,['Wellhead.West'],[4.298994]
779,6651004.0,6667200.0,"['Separator.East', 'Tank']","[0.7591248, 0.0882503999999999]"
780,6672602.0,6695281.0,"['Separator.West', 'Wellhead.East']","[0.3440052, 0.4074083999999999]"
781,6702482.0,6703922.0,['Tank'],[7.1448552]
782,6707524.0,6710763.0,"['Tank', 'Wellhead.West']","[3.2661216, 2.8608552000000005]"
783,6714364.0,6719764.0,['Wellhead.West'],[3.6152676000000006]
784,6726965.0,6726966.0,['Separator.East'],[1.4154336]
785,6726966.0,6734164.0,"['Separator.West', 'Separator.East']","[1.0825668000000002, 1.4154336]"
786,6741367.0,6755406.0,['Wellhead.East'],[1.529388]
787,6759008.0,6787447.0,"['Separator.West', 'Wellhead.East']","[0.29988, 0.4056947999999999]"
788,6791050.0,6792849.0,['Wellhead.West'],[4.339263600000001]
789,6798250.0,6800410.0,['Tank'],[6.9559308]
790,6804012.0,6807719.0,"['Wellhead.West', 'Tank']","[4.6489968, 3.2155704000000003]"
791,6814922.0,6822120.0,"['Wellhead.East', 'Separator.East']","[0.8919288000000002, 1.891386]"
792,6822120.0,6822121.0,['Separator.East'],[1.891386]
793,6827523.0,6827524.0,"['Separator.East', 'Separator.West', 'Tank']","[0.7706916, 0.5025132, 0.1687896]"
794,6827524.0,6841922.0,"['Tank', 'Wellhead.East', 'Separator.East', 'Separator.West']","[0.1687896, 0.3958416, 0.7706916, 0.5025132]"
795,6845524.0,6868204.0,['Separator.East'],[1.2153708]
796,6875405.0,6876485.0,['Wellhead.West'],[4.8837600000000005]
797,6881888.0,6884407.0,"['Wellhead.West', 'Tank']","[2.8308672, 3.2284224]"
798,6890404.0,6894003.0,['Tank'],[6.9957720000000005]
799,6895878.0,6897047.0,['Tank'],[7.003054800000001]
800,6899407.0,6905525.0,"['Wellhead.East', 'Separator.West']","[0.9009252, 1.5400980000000002]"
801,6905525.0,6905526.0,['Wellhead.East'],[0.9009252]
802,6916328.0,6927126.0,['Tank'],[0.2553264]
803,6930729.0,6950168.0,"['Separator.West', 'Separator.East', 'Wellhead.East']","[0.4802364, 0.7758324, 0.563346]"
804,6960970.0,6964569.0,['Tank'],[5.672444400000001]
805,6968171.0,6968172.0,['Wellhead.West'],[1.912806]
806,6968172.0,6975370.0,"['Tank', 'Wellhead.West']","[3.2729760000000003, 1.912806]"
807,6982573.0,6988332.0,"['Wellhead.West', 'Tank']","[2.8445760000000004, 2.6715024000000005]"
808,6995535.0,6996600.0,['Wellhead.East'],[1.5263892000000003]
809,6996600.0,7011733.0,['Wellhead.East'],[1.5409548]
810,7017136.0,7038735.0,['Separator.West'],[1.1489688]
811,7045937.0,7060336.0,"['Tank', 'Separator.East', 'Wellhead.East', 'Separator.West']","[0.0938195999999999, 0.3260124000000001, 0.4335408, 0.3474324]"
812,7060336.0,7060337.0,['Tank'],[0.0938195999999999]
813,7067539.0,7081938.0,['Tank'],[0.5500656]
814,7092741.0,7099940.0,['Separator.East'],[0.7951104]
815,7103543.0,7132342.0,"['Wellhead.West', 'Tank']","[0.7060031999999999, 0.0938195999999999]"
816,7146744.0,7146745.0,['Wellhead.East'],[0.9150624]
817,7146745.0,7168343.0,"['Separator.West', 'Wellhead.East']","[0.5522076, 0.9150624]"
818,7168343.0,7168344.0,['Separator.West'],[0.5522076]
819,7314070.0,7319855.0,['Tank'],[0.0895356]
820,7319856.0,7320969.0,['Tank'],[0.2476152]
821,7320970.0,7321574.0,['Tank'],[0.3585707999999999]
822,7321575.0,7322702.0,['Tank'],[0.511938]
823,7323454.0,7323496.0,['Tank'],[4.7286792]
824,7323499.0,7323582.0,['Tank'],[1.535814]
825,7323583.0,7323597.0,['Tank'],[3.6174096]
826,7323598.0,7323618.0,['Tank'],[1.5508080000000002]
827,7323619.0,7323643.0,['Tank'],[3.2939676]
828,7323644.0,7323673.0,['Tank'],[1.150254]
829,7323674.0,7323687.0,['Tank'],[4.0843656]
