,start_time_seconds,end_time_seconds,source,emission_rate
284,1640325.0,1640326.0,"['Wellhead.East', 'Wellhead.West']","[0.3285828, 0.6451704]"
285,1643928.0,1658327.0,"['Separator.West', 'Wellhead.East']","[0.3645684, 0.3354372]"
286,1665530.0,1665531.0,"['Separator.East', 'Wellhead.West']","[0.3487176, 0.6443135999999999]"
287,1665531.0,1679929.0,"['Separator.East', 'Wellhead.East', 'Wellhead.West']","[0.3487176, 0.3337236, 0.6443135999999999]"
288,1687131.0,1697930.0,"['Separator.West', 'Wellhead.West']","[0.3568572, 0.6580224]"
289,1708732.0,1708733.0,['Separator.West'],[0.3332952]
290,1708733.0,1719532.0,"['Wellhead.East', 'Separator.West']","[0.3200148, 0.3332952]"
291,1726735.0,1744734.0,"['Tank', 'Separator.East']","[0.1743588, 0.3435768]"
292,1751936.0,1751937.0,['Wellhead.East'],[0.3324384000000001]
293,1751937.0,1773535.0,"['Tank', 'Wellhead.East', 'Separator.East']","[0.2938824, 0.3324384000000001, 0.3482892000000001]"
294,1784338.0,1802336.0,"['Tank', 'Wellhead.East']","[2.8407204000000004, 2.0554632]"
295,1802336.0,1802337.0,['Tank'],[2.8407204000000004]
296,1812602.0,1834200.0,"['Separator.West', 'Wellhead.East', 'Wellhead.West', 'Tank', 'Separator.East']","[0.4622436, 0.4583879999999999, 0.6434568, 0.2985948, 0.4206888000000001]"
297,1845002.0,1845003.0,['Wellhead.West'],[0.6408864000000001]
298,1845003.0,1855801.0,"['Wellhead.East', 'Separator.West', 'Separator.East', 'Wellhead.West']","[0.3358656, 0.366282, 0.3508596, 0.6408864000000001]"
299,1855801.0,1855802.0,"['Wellhead.West', 'Separator.East', 'Wellhead.East']","[0.6408864000000001, 0.3508596, 0.3358656]"
300,1866603.0,1866604.0,"['Wellhead.West', 'Wellhead.East']","[1.8005652000000003, 0.7120008000000001]"
301,1866604.0,1873802.0,"['Wellhead.West', 'Wellhead.East', 'Tank']","[1.8005652000000003, 0.7120008000000001, 4.9377384000000015]"
302,1873802.0,1873803.0,"['Tank', 'Wellhead.West']","[4.9377384000000015, 1.8005652000000003]"
303,1877406.0,1899000.0,"['Wellhead.East', 'Separator.East', 'Separator.West', 'Tank', 'Wellhead.West']","[1.3126176000000005, 0.9090648, 1.8348372, 2.9533896000000004, 1.7984232]"
304,1906208.0,1913407.0,['Separator.East'],[1.208088]
305,1924210.0,1924211.0,"['Tank', 'Wellhead.West', 'Wellhead.East']","[0.2831724, 0.6494544000000001, 0.3564288]"
306,1924211.0,1949409.0,"['Separator.East', 'Wellhead.West', 'Wellhead.East', 'Separator.West', 'Tank']","[0.3825612, 0.6494544000000001, 0.3564288, 0.3954132000000001, 0.2831724]"
307,1949409.0,1949410.0,['Wellhead.East'],[0.3564288]
308,1956612.0,1956613.0,['Tank'],[4.6896948]
309,1956613.0,1981812.0,"['Wellhead.East', 'Separator.East', 'Tank']","[1.2492144, 1.1236932000000002, 4.6896948]"
310,1989014.0,1996213.0,"['Wellhead.East', 'Separator.West']","[0.4832352, 0.5050836000000001]"
311,1999817.0,2010616.0,"['Wellhead.West', 'Separator.West']","[0.8752212, 0.8490888]"
312,2014218.0,2014219.0,['Separator.East'],[0.4952304]
313,2014219.0,2035817.0,"['Wellhead.West', 'Separator.East']","[0.8760780000000001, 0.4952304]"
314,2043020.0,2046619.0,['Separator.West'],[1.7512992]
315,2053822.0,2071803.0,"['Separator.East', 'Separator.West', 'Wellhead.East', 'Wellhead.West']","[0.8233848, 0.7788312, 1.2008052000000002, 3.3368076]"
316,2071803.0,2071821.0,"['Wellhead.East', 'Wellhead.West', 'Separator.East', 'Separator.West']","[1.2110868, 3.3590844, 0.8306676000000001, 0.788256]"
317,2082625.0,2097023.0,"['Separator.East', 'Wellhead.West', 'Separator.West', 'Wellhead.East']","[0.3444336, 0.6657336, 0.3602844, 0.3285828]"
318,2097023.0,2097024.0,['Wellhead.East'],[0.3285828]
319,2104226.0,2104227.0,['Wellhead.East'],[0.3345804]
320,2104227.0,2125825.0,"['Wellhead.East', 'Wellhead.West', 'Tank']","[0.3345804, 0.6614496000000001, 0.265608]"
321,2133028.0,2151027.0,['Wellhead.West'],[3.2746896000000003]
322,2158229.0,2158230.0,"['Separator.West', 'Wellhead.West', 'Separator.East']","[0.3487176, 0.6627348000000002, 0.3285828]"
323,2158230.0,2172628.0,"['Wellhead.East', 'Separator.East', 'Wellhead.West', 'Separator.West']","[0.323442, 0.3285828, 0.6627348000000002, 0.3487176]"
324,2172628.0,2172629.0,['Wellhead.West'],[0.6627348000000002]
325,2183431.0,2205030.0,"['Wellhead.West', 'Separator.East']","[0.6614496000000001, 0.3521448]"
326,2212232.0,2212233.0,"['Wellhead.East', 'Separator.West']","[0.6644483999999999, 0.6717312000000001]"
327,2212233.0,2223031.0,"['Separator.West', 'Tank', 'Wellhead.East']","[0.6717312000000001, 0.2536128, 0.6644483999999999]"
328,2233834.0,2244606.0,"['Wellhead.West', 'Separator.West', 'Tank']","[0.8555147999999999, 0.6528816000000001, 0.1675044]"
329,2244606.0,2244633.0,"['Tank', 'Wellhead.West', 'Separator.West']","[0.1687896, 0.8585136, 0.6614496000000001]"
330,2251835.0,2251836.0,"['Wellhead.East', 'Separator.East', 'Wellhead.West']","[0.327726, 0.3410064, 0.6490260000000001]"
331,2251836.0,2266234.0,"['Separator.East', 'Wellhead.West', 'Separator.West', 'Wellhead.East']","[0.3410064, 0.6490260000000001, 0.3564288, 0.327726]"
332,2266234.0,2266235.0,"['Separator.West', 'Wellhead.West', 'Separator.East']","[0.3564288, 0.6490260000000001, 0.3410064]"
333,2269838.0,2298636.0,"['Wellhead.East', 'Separator.East', 'Tank', 'Wellhead.West']","[0.3474324, 0.4583879999999999, 0.3817044, 0.6276060000000001]"
334,2298636.0,2298637.0,"['Separator.East', 'Wellhead.East', 'Wellhead.West']","[0.4583879999999999, 0.3474324, 0.6276060000000001]"
335,2305839.0,2331006.0,"['Wellhead.West', 'Tank', 'Separator.East']","[0.6533100000000001, 0.2540412, 0.4206888000000001]"
336,2331006.0,2331038.0,"['Wellhead.West', 'Separator.East', 'Tank']","[0.6417432000000001, 0.4481064, 0.2698920000000001]"
337,2331038.0,2331039.0,"['Separator.East', 'Tank']","[0.4481064, 0.2698920000000001]"
338,2341842.0,2341843.0,"['Separator.East', 'Wellhead.East']","[0.3714228, 0.349146]"
339,2341843.0,2349041.0,"['Wellhead.East', 'Tank', 'Separator.West', 'Separator.East']","[0.349146, 0.4322556, 0.3885588000000001, 0.3714228]"
340,2356244.0,2381443.0,"['Separator.West', 'Wellhead.West', 'Wellhead.East']","[0.381276, 0.8713656000000001, 0.4553892]"
341,2388645.0,2388646.0,['Wellhead.East'],[2.071314]
342,2388646.0,2399445.0,"['Separator.East', 'Wellhead.East']","[0.7539840000000001, 2.071314]"
343,2402774.0,2402832.0,['Separator.West'],[0.5560632000000001]
344,2402833.0,2402879.0,['Separator.West'],[0.9266292]
345,2402884.0,2403005.0,['Separator.West'],[0.4866624]
346,2403006.0,2405189.0,['Separator.West'],[0.4982292000000001]
347,2410672.0,2410751.0,['Separator.East'],[3.0489228]
348,2410764.0,2410800.0,['Wellhead.East'],[2.979522]
349,2410814.0,2410891.0,['Wellhead.West'],[5.277031200000001]
350,2410904.0,2410921.0,['Separator.West'],[3.0664872]
351,2410997.0,2411064.0,['Tank'],[9.3052764]
352,2417406.0,2442599.0,"['Wellhead.West', 'Tank', 'Wellhead.East', 'Separator.West']","[0.8627976, 0.179928, 0.5620608, 0.5851944]"
353,2453401.0,2471400.0,"['Wellhead.West', 'Tank', 'Separator.West', 'Wellhead.East']","[0.8679384000000001, 0.1859256, 0.5971896, 0.5757696]"
354,2482202.0,2482203.0,['Tank'],[4.3602552]
355,2482203.0,2496601.0,"['Wellhead.West', 'Tank']","[1.8930996, 4.3602552]"
356,2496601.0,2496602.0,['Tank'],[4.3602552]
357,2503803.0,2518203.0,"['Wellhead.West', 'Separator.East']","[0.8602272000000001, 0.7685496000000002]"
358,2518203.0,2518204.0,['Separator.East'],[0.7685496000000002]
359,2529006.0,2529007.0,"['Wellhead.East', 'Separator.West']","[0.5727708, 0.5937623999999999]"
360,2529007.0,2543405.0,"['Tank', 'Wellhead.East', 'Separator.West']","[0.1846404, 0.5727708, 0.5937623999999999]"
361,2550608.0,2565007.0,"['Separator.West', 'Separator.East', 'Wellhead.West']","[0.8426628, 0.7634088, 0.7060031999999999]"
362,2565007.0,2565008.0,['Separator.West'],[0.8426628]
363,2572210.0,2583010.0,['Wellhead.West'],[3.5737128]
364,2593813.0,2615412.0,"['Wellhead.East', 'Wellhead.West']","[0.7865424000000001, 0.8593704]"
365,2622614.0,2622615.0,"['Separator.East', 'Tank', 'Separator.West']","[0.655452, 0.1752156, 0.6931512]"
366,2622615.0,2640613.0,"['Tank', 'Separator.West', 'Wellhead.East', 'Separator.East']","[0.1752156, 0.6931512, 0.6785856000000001, 0.655452]"
367,2640613.0,2640614.0,"['Wellhead.East', 'Tank', 'Separator.West']","[0.6785856000000001, 0.1752156, 0.6931512]"
368,2651416.0,2669415.0,"['Separator.West', 'Wellhead.West', 'Separator.East']","[1.8009936000000002, 1.897812, 1.9260864]"
369,2676618.0,2701817.0,['Separator.East'],[1.1622492]
370,2709021.0,2734219.0,"['Separator.West', 'Wellhead.East']","[0.7098588000000001, 0.8465184000000001]"
371,2734219.0,2734220.0,['Wellhead.East'],[0.8465184000000001]
372,2745022.0,2745023.0,"['Separator.West', 'Separator.East']","[1.8061344, 1.1463984000000005]"
373,2745023.0,2759421.0,"['Tank', 'Wellhead.West', 'Separator.West', 'Separator.East']","[2.2915116, 1.008882, 1.8061344, 1.1463984000000005]"
374,2759421.0,2759422.0,"['Wellhead.West', 'Separator.West', 'Tank']","[1.008882, 1.8061344, 2.2915116]"
375,2766625.0,2766626.0,"['Wellhead.East', 'Separator.East', 'Wellhead.West']","[0.499086, 0.494802, 0.8627976]"
376,2766626.0,2788224.0,"['Separator.West', 'Wellhead.West', 'Separator.East', 'Wellhead.East']","[0.5256468, 0.8627976, 0.494802, 0.499086]"
377,2788224.0,2788225.0,"['Separator.East', 'Separator.West']","[0.494802, 0.5256468]"
378,2795426.0,2795427.0,['Tank'],[0.2750328]
379,2795427.0,2820626.0,"['Tank', 'Wellhead.East', 'Separator.East', 'Separator.West']","[0.2750328, 0.5744844, 0.5757696, 0.5954760000000001]"
380,2827829.0,2827830.0,"['Wellhead.West', 'Tank', 'Separator.West']","[0.7179984000000001, 0.089964, 0.4493916]"
381,2827830.0,2849405.0,"['Wellhead.East', 'Wellhead.West', 'Tank', 'Separator.West', 'Separator.East']","[0.4211172, 0.7179984000000001, 0.089964, 0.4493916, 0.3735648000000001]"
382,2849405.0,2849428.0,"['Wellhead.East', 'Tank', 'Wellhead.West', 'Separator.East', 'Separator.West']","[0.4254012, 0.0895356, 0.7128576000000001, 0.4159764000000001, 0.4575312]"
383,2856631.0,2856632.0,['Separator.East'],[0.4750956]
384,2856632.0,2860231.0,"['Separator.East', 'Wellhead.West']","[0.4750956, 0.8670816]"
385,2863834.0,2874633.0,"['Separator.East', 'Tank']","[0.4832352, 0.177786]"
386,2881836.0,2896235.0,"['Tank', 'Separator.West']","[0.1833552, 0.8580852000000001]"
387,2903437.0,2932236.0,"['Tank', 'Separator.East', 'Wellhead.West']","[0.1679328, 0.4202604, 0.854658]"
388,2943039.0,2957437.0,"['Separator.West', 'Wellhead.West']","[0.6884388, 0.8640828000000002]"
389,2957437.0,2957438.0,['Wellhead.West'],[0.8640828000000002]
390,2964641.0,2986240.0,"['Separator.East', 'Tank', 'Wellhead.East', 'Separator.West', 'Wellhead.West']","[0.3581424, 0.0933912, 0.3358656, 0.4909464000000001, 0.7124291999999999]"
391,2986240.0,2986241.0,"['Separator.East', 'Tank']","[0.3581424, 0.0933912]"
392,2993443.0,3007842.0,"['Separator.East', 'Wellhead.East', 'Tank']","[0.8662247999999999, 1.555092, 4.3324092]"
393,3011070.0,3011115.0,[nan],[0.0047124]
394,3011119.0,3011123.0,[nan],[0.0047124]
395,3011123.0,3011125.0,"[nan, nan]","[0.0047124, 0.0047124]"
396,3011125.0,3011156.0,"[nan, nan, nan]","[0.0047124, 0.0047124, 0.0047124]"
397,3011156.0,3011172.0,"[nan, nan]","[0.0047124, 0.0047124]"
398,3011172.0,3011173.0,[nan],[0.0047124]
399,3011173.0,3011174.0,[nan],[0.6567372]
400,3011174.0,3011196.0,"[nan, nan]","[0.6567372, 0.5881932000000001]"
401,3011196.0,3011212.0,"[nan, nan, nan]","[0.5881932000000001, 0.6567372, 0.7608384000000001]"
402,3011212.0,3011219.0,"[nan, nan]","[0.5881932000000001, 0.6567372]"
403,3011219.0,3011221.0,[nan],[0.5881932000000001]
404,3011234.0,3011236.0,[nan],[1.0615752000000005]
405,3011236.0,3011237.0,"[nan, nan]","[1.0602900000000002, 1.0615752000000005]"
406,3011237.0,3011276.0,"[nan, nan, nan]","[1.0598615999999998, 1.0602900000000002, 1.0615752000000005]"
407,3011276.0,3011277.0,[nan],[1.0598615999999998]
408,3011277.0,3011278.0,"[nan, nan]","[1.3293252000000002, 1.3288968]"
409,3011278.0,3011331.0,"[nan, nan, nan]","[1.3288968, 1.3293252000000002, 1.3284684000000002]"
410,3011331.0,3011332.0,"[nan, nan, nan, nan]","[1.3288968, 1.3293252000000002, 0.5809103999999999, 1.3284684000000002]"
411,3011332.0,3011333.0,"[nan, nan, nan, nan, nan, nan]","[0.6177528, 1.3284684000000002, 1.3293252000000002, 0.5809103999999999, 1.3288968, 0.6301764000000001]"
412,3011333.0,3011334.0,"[nan, nan, nan, nan, nan]","[0.5809103999999999, 1.3284684000000002, 0.6301764000000001, 1.3288968, 0.6177528]"
413,3011334.0,3011346.0,"[nan, nan, nan]","[0.5809103999999999, 0.6177528, 0.6301764000000001]"
414,3011346.0,3011347.0,"[nan, nan]","[0.6301764000000001, 0.6177528]"
415,3011347.0,3011349.0,[nan],[0.6177528]
416,3011353.0,3011354.0,[nan],[2.851002]
417,3011354.0,3011389.0,"[nan, nan]","[2.851002, 2.851002]"
418,3011389.0,3011390.0,"[nan, nan, nan]","[2.851002, 2.851002, 0.2450448]"
419,3011390.0,3011391.0,"[nan, nan, nan, nan, nan]","[0.2454732, 0.2450448, 2.851002, 0.2450448, 2.851002]"
420,3011391.0,3011392.0,"[nan, nan, nan, nan, nan, nan]","[0.2450448, 0.2454732, 1.6274916000000004, 0.2450448, 2.851002, 2.851002]"
421,3011392.0,3011393.0,"[nan, nan, nan, nan, nan, nan, nan]","[0.2450448, 0.2454732, 0.2450448, 1.6429140000000002, 1.6274916000000004, 2.851002, 2.851002]"
422,3011393.0,3011394.0,"[nan, nan, nan, nan, nan, nan, nan, nan]","[2.851002, 1.6274916000000004, 0.2450448, 0.2561832, 2.851002, 1.6429140000000002, 0.2454732, 0.2450448]"
423,3011394.0,3011395.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[1.6429140000000002, 2.851002, 2.851002, 0.2450448, 1.6274916000000004, 0.2561832, 0.2454732, 0.2561832, 0.2450448]"
424,3011395.0,3011419.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.2450448, 2.851002, 2.851002, 1.6429140000000002, 1.6274916000000004, 0.2561832, 0.2561832, 0.2557548, 0.2450448, 0.2454732]"
425,3011419.0,3011421.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.2561832, 0.2561832, 0.2454732, 0.338436, 0.2450448, 1.6274916000000004, 0.2450448, 0.2557548, 1.6429140000000002, 2.851002, 2.851002]"
426,3011421.0,3011423.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.2561832, 0.2454732, 0.3397212, 0.2450448, 1.6274916000000004, 2.851002, 0.2557548, 1.6429140000000002, 0.2561832, 2.851002, 0.3414348, 0.338436, 0.2450448]"
427,3011423.0,3011424.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[1.6274916000000004, 1.6429140000000002, 0.2561832, 0.338436, 0.2557548, 0.2450448, 0.3397212, 0.6216084000000001, 2.851002, 0.2450448, 0.2561832, 0.2454732, 2.851002, 0.3414348]"
428,3011424.0,3011440.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[2.851002, 0.2450448, 1.6429140000000002, 0.2557548, 0.2454732, 0.2561832, 0.6216084000000001, 0.2561832, 2.851002, 0.6216084000000001, 0.3397212, 0.338436, 0.3414348, 0.2450448, 1.6274916000000004]"
429,3011440.0,3011441.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.2557548, 1.6274916000000004, 0.2450448, 0.3414348, 0.338436, 0.3397212, 0.6216084000000001, 0.2561832, 0.2561832, 0.2450448, 1.6429140000000002, 2.851002, 0.6216084000000001, 0.2454732]"
430,3011441.0,3011442.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[1.6274916000000004, 2.4221736000000003, 0.2450448, 1.6429140000000002, 2.851002, 0.2450448, 0.6216084000000001, 0.2561832, 0.2557548, 0.3397212, 0.3414348, 0.338436, 0.2561832, 0.6216084000000001, 0.2454732]"
431,3011442.0,3011443.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.2561832, 0.338436, 0.3414348, 1.6274916000000004, 0.3397212, 0.2557548, 0.6216084000000001, 0.2454732, 0.2561832, 0.6216084000000001, 0.2450448, 1.6429140000000002, 0.2450448, 2.4221736000000003]"
432,3011443.0,3011474.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.2561832, 0.2450448, 2.414462400000001, 0.6216084000000001, 0.2454732, 0.3397212, 2.4221736000000003, 0.3414348, 0.2557548, 0.2561832, 0.2450448, 1.6274916000000004, 1.6429140000000002, 0.6216084000000001, 0.338436]"
433,3011474.0,3011475.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.2561832, 1.6429140000000002, 0.2450448, 0.6216084000000001, 0.2561832, 0.6216084000000001, 2.414462400000001, 2.4221736000000003, 0.3414348, 0.2557548, 0.2450448, 1.6274916000000004, 0.2454732]"
434,3011475.0,3011476.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[2.414462400000001, 2.4221736000000003, 0.2557548, 0.6216084000000001, 0.2454732, 0.2561832, 1.6429140000000002, 0.8610840000000002, 1.6274916000000004, 0.2450448, 0.2561832, 0.6216084000000001, 0.8602272000000001, 0.2450448]"
435,3011476.0,3011482.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[2.4221736000000003, 0.2450448, 0.8610840000000002, 0.2561832, 0.6216084000000001, 2.414462400000001, 1.6429140000000002, 0.2561832, 1.6274916000000004, 0.8602272000000001, 0.2557548, 0.2450448, 0.6216084000000001, 0.2454732, 0.8580852000000001]"
436,3011482.0,3011483.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[2.414462400000001, 1.6429140000000002, 0.2561832, 0.8610840000000002, 0.2557548, 0.8602272000000001, 1.6274916000000004, 2.4221736000000003, 0.2561832, 0.8580852000000001, 0.2454732, 0.2450448, 0.2450448]"
437,3011483.0,3011494.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[2.414462400000001, 0.2561832, 0.2561832, 0.8610840000000002, 2.4221736000000003, 0.8602272000000001, 0.8580852000000001, 0.2450448, 1.6274916000000004, 1.6429140000000002, 1.122408, 0.2450448, 1.122408, 0.2557548, 0.2454732, 1.122408]"
438,3011494.0,3011504.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[1.6274916000000004, 0.2450448, 0.8580852000000001, 0.8602272000000001, 1.6429140000000002, 0.8610840000000002, 0.2561832, 0.2561832, 1.122408, 0.2450448, 1.122408, 0.2557548, 0.2454732, 1.122408]"
439,3011504.0,3011505.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[1.6274916000000004, 0.8580852000000001, 0.8602272000000001, 1.6429140000000002, 0.8610840000000002, 0.2561832, 0.2450448, 0.2561832, 1.122408, 1.122408, 1.122408, 0.2557548, 0.2454732]"
440,3011505.0,3011506.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[1.122408, 0.8610840000000002, 0.8602272000000001, 1.6429140000000002, 0.2561832, 0.2253384, 0.2454732, 0.2561832, 1.122408, 0.8580852000000001, 0.2557548, 1.122408, 1.6274916000000004]"
441,3011506.0,3011507.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.2561832, 0.2253384, 0.2253384, 1.122408, 1.6429140000000002, 0.8580852000000001, 1.122408, 1.122408, 0.2557548, 0.8610840000000002, 0.2561832, 0.8602272000000001, 1.6274916000000004]"
442,3011507.0,3011508.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.2253384, 0.8610840000000002, 0.2253384, 0.8602272000000001, 0.8580852000000001, 1.122408, 0.2561832, 1.122408, 0.2253384, 1.122408, 1.6429140000000002, 0.2561832, 0.2557548]"
443,3011508.0,3011509.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.8610840000000002, 0.2253384, 0.2557548, 1.122408, 1.122408, 1.122408, 0.2561832, 0.8580852000000001, 0.2253384, 2.8621404000000004, 0.8602272000000001, 0.2561832, 0.2253384]"
444,3011509.0,3011510.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.2561832, 0.2253384, 0.2557548, 0.2253384, 0.2561832, 1.122408, 1.122408, 0.8610840000000002, 0.2253384, 1.122408, 0.8580852000000001, 2.8621404000000004, 2.8698516, 0.8602272000000001]"
445,3011510.0,3011511.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.8602272000000001, 0.2557548, 0.8610840000000002, 2.8698516, 2.8621404000000004, 0.8580852000000001, 1.122408, 0.2561832, 0.2253384, 1.122408, 1.122408, 0.2253384, 0.2253384]"
446,3011511.0,3011512.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.8610840000000002, 0.2253384, 1.122408, 1.122408, 0.2253384, 0.2840292, 1.122408, 0.2253384, 0.8602272000000001, 2.8621404000000004, 0.8580852000000001, 2.8698516]"
447,3011512.0,3011564.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[1.122408, 2.8621404000000004, 0.2840292, 0.2840292, 0.8580852000000001, 0.8610840000000002, 1.122408, 1.122408, 0.2253384, 0.2253384, 2.8698516, 0.8602272000000001, 0.2840292, 0.2253384]"
448,3011564.0,3011565.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[1.122408, 0.8580852000000001, 0.2840292, 0.2840292, 0.8602272000000001, 0.2253384, 2.8698516, 1.122408, 1.122408, 0.2840292, 0.2253384, 0.2253384, 2.8621404000000004]"
449,3011565.0,3011566.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.2253384, 2.8698516, 1.122408, 1.122408, 2.8621404000000004, 0.9583308, 0.2840292, 0.2840292, 0.2253384, 0.2253384, 1.122408, 0.2840292]"
450,3011566.0,3011567.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[1.122408, 2.8621404000000004, 0.2840292, 0.9583308, 0.9553320000000002, 2.8698516, 1.122408, 0.2253384, 0.2253384, 0.2253384, 0.2840292, 0.2840292]"
451,3011567.0,3011568.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.2253384, 0.2840292, 2.8621404000000004, 0.2840292, 0.9583308, 0.9553320000000002, 0.2253384, 0.2840292, 1.122408, 2.8698516, 0.2253384]"
452,3011568.0,3011569.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[2.8698516, 0.2253384, 0.2253384, 0.2840292, 2.8621404000000004, 0.2840292, 0.9583308, 0.9553320000000002, 0.2840292, 0.2253384]"
453,3011569.0,3011570.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[2.8698516, 0.2253384, 0.2840292, 2.8621404000000004, 0.2840292, 0.9583308, 0.9553320000000002, 0.2253384, 0.2840292]"
454,3011570.0,3011576.0,"[nan, nan, nan, nan, nan, nan, nan]","[0.2840292, 2.8698516, 0.2840292, 0.9553320000000002, 0.9583308, 0.2840292, 2.8621404000000004]"
455,3011576.0,3011577.0,"[nan, nan, nan, nan, nan, nan]","[0.2840292, 2.8698516, 0.2840292, 0.9583308, 0.2840292, 0.9553320000000002]"
456,3011577.0,3011580.0,"[nan, nan, nan, nan, nan]","[0.2840292, 0.2840292, 0.9583308, 0.9553320000000002, 0.2840292]"
457,3011580.0,3011581.0,"[nan, nan, nan]","[0.9553320000000002, 0.2840292, 0.9583308]"
458,3011581.0,3011585.0,"[nan, nan]","[0.9583308, 0.9553320000000002]"
459,3011585.0,3011586.0,[nan],[0.9583308]
460,3012027.0,3012082.0,['Tank'],[9.2740032]
461,3012142.0,3012166.0,['Tank'],[3.0227904000000003]
462,3012187.0,3012282.0,['Wellhead.West'],[5.2911684]
463,3012302.0,3012303.0,['Separator.East'],[1.7495856000000003]
464,3012303.0,3012304.0,"['Separator.West', 'Separator.East']","[2.0139084, 1.7495856000000003]"
465,3012304.0,3012381.0,"['Separator.East', 'Separator.West', 'Wellhead.East']","[1.7495856000000003, 2.0139084, 0.7261380000000001]"
466,3012381.0,3012382.0,"['Separator.East', 'Wellhead.East']","[1.7495856000000003, 0.7261380000000001]"
467,3012382.0,3012388.0,['Separator.East'],[1.7495856000000003]
468,3012389.0,3012415.0,['Separator.East'],[2.6496540000000004]
469,3012415.0,3012420.0,"['Separator.East', 'Wellhead.East']","[2.6496540000000004, 1.865682]"
470,3012420.0,3012459.0,"['Separator.West', 'Wellhead.East', 'Separator.East']","[2.6804988000000005, 1.865682, 2.6496540000000004]"
471,3012459.0,3012466.0,"['Separator.East', 'Wellhead.East']","[2.6496540000000004, 1.865682]"
472,3012466.0,3012475.0,"['Separator.West', 'Wellhead.East', 'Separator.East']","[2.6398008, 1.865682, 2.6496540000000004]"
473,3012475.0,3012476.0,"['Separator.East', 'Separator.West']","[2.6496540000000004, 2.6398008]"
474,3012476.0,3012516.0,"['Wellhead.East', 'Separator.West', 'Separator.East']","[1.9457928, 2.6398008, 2.6496540000000004]"
475,3012516.0,3012535.0,"['Wellhead.East', 'Separator.West']","[1.9457928, 2.6398008]"
476,3012535.0,3012562.0,['Wellhead.East'],[1.9457928]
477,3012563.0,3012703.0,['Wellhead.East'],[1.9693548000000003]
478,3012704.0,3012767.0,['Wellhead.East'],[1.6998912000000004]
479,3012768.0,3012840.0,['Wellhead.East'],[1.8331236]
480,3012841.0,3012887.0,['Wellhead.East'],[2.017764]
481,3012890.0,3012906.0,['Wellhead.East'],[0.3204432]
482,3012913.0,3012963.0,['Wellhead.East'],[1.9830636]
483,3012964.0,3013104.0,['Wellhead.East'],[2.0023416000000003]
484,3022206.0,3040205.0,"['Wellhead.East', 'Separator.East']","[0.49266, 0.7759180800000001]"
485,3043807.0,3069726.0,"['Tank', 'Wellhead.East', 'Separator.East']","[0.09244872, 0.43495452, 0.5607756]"
486,3076928.0,3083839.0,"['Separator.East', 'Tank']","[1.4976864000000003, 5.6450268]"
